iter	Logloss
168	0.1400836796
169	0.1392642794
170	0.1382436949
171	0.1374775813
172	0.1367960733
173	0.1359313271
174	0.1349987301
175	0.1342082251
176	0.1334673639
177	0.1327522625
178	0.1322019193
179	0.1315072644
180	0.1306203717
181	0.1300287931
182	0.1293442907
183	0.1287949211
184	0.1283586407
185	0.1276891811
186	0.1270463778
187	0.126236092
188	0.1255372044
189	0.124775677
190	0.1240716119
191	0.1233668108
192	0.122949196
193	0.1222791643
194	0.1217166565
195	0.1209764416
196	0.12029291
197	0.1197879542
198	0.1192193625
199	0.1186757172
200	0.1181110618
201	0.1173346834
202	0.1169652718
203	0.1163543015
204	0.1158497488
205	0.1153540607
206	0.1148886272
207	0.1143183834
208	0.1138908564
209	0.1134131994
210	0.1128405155
211	0.1124713821
212	0.1121330557
213	0.1117024356
214	0.1111820447
215	0.1107631321
216	0.1101322069
217	0.1097233553
218	0.1092779018
219	0.108677906
220	0.1083623542
221	0.1079033526
222	0.1073855655
223	0.1070546549
224	0.1065737082
225	0.1061366749
226	0.1058066898
227	0.1053982639
228	0.1049409165
229	0.1046054753
230	0.1042930096
231	0.1039809753
232	0.1036251079
233	0.1032043997
234	0.1028224936
235	0.1022382217
236	0.1017776367
237	0.1012877199
238	0.1010535612
239	0.1007661026
240	0.1004622258
241	0.100128551
242	0.09966830526
243	0.09935175886
244	0.09894941951
245	0.09860843023
246	0.09823558485
247	0.09788944303
248	0.09752817286
249	0.09729694077
250	0.09695954201
251	0.09658037011
252	0.0962052774
253	0.09583892482
254	0.09540456381
255	0.09504173818
256	0.09472389799
257	0.09424465139
258	0.09388438787
259	0.09355058182
260	0.09323363193
261	0.09298478776
262	0.09267237938
263	0.09235448837
264	0.09212293951
265	0.09176384924
266	0.0913598603
267	0.09095547001
268	0.09073826316
269	0.09048283964
270	0.09029133211
271	0.09018015084
272	0.08990550455
273	0.08968692987
274	0.08946168445
275	0.08916013772
276	0.0889088444
277	0.08875147701
278	0.08856737166
279	0.08828014474
280	0.0879638179
281	0.08768199229
282	0.08741148538
283	0.087069408
284	0.08686830611
285	0.08661891305
286	0.08632181564
287	0.08616053425
288	0.08597593848
289	0.08570179499
290	0.08551857109
291	0.08529485821
292	0.08498542434
293	0.08479190935
294	0.0844977139
295	0.08412753324
296	0.08393969914
297	0.08372767586
298	0.08348466609
299	0.08327225491
300	0.08306919504
301	0.08275566628
302	0.08252944722
303	0.08205337648
304	0.08185065149
305	0.08157229123
306	0.08134589325
307	0.08112099619
308	0.08097427634
309	0.0808101539
310	0.08055053905
311	0.08036922628
312	0.08010941833
313	0.07992092505
314	0.0797103449
315	0.07946710395
316	0.07924421079
317	0.07906870124
318	0.07883656261
319	0.07869768904
320	0.078507686
321	0.07836615055
322	0.07813751691
323	0.07796561801
324	0.07762941561
325	0.07751581101
326	0.07738775114
327	0.0772459092
328	0.07718097236
329	0.07704157091
330	0.0768083929
331	0.07657507777
332	0.07643855807
333	0.07630871003
334	0.07610144804
335	0.0759329315
336	0.07580953481
337	0.07565962083
338	0.07557949964
339	0.07541820601
340	0.07517391667
341	0.07494816581
342	0.0748798403
343	0.07455244318
344	0.07442921189
345	0.07416681039
346	0.07388624401
347	0.07364145921
348	0.07358149686
349	0.07343352444
350	0.07328643269
351	0.07309818118
352	0.07288106415
353	0.07272644281
354	0.07260519161
355	0.07244081534
356	0.07231427098
357	0.07215481667
358	0.07204694153
359	0.07192521264
360	0.07169480076
361	0.07162838564
362	0.07148693851
363	0.07138234494
364	0.07118255967
365	0.0710505615
366	0.07095233281
367	0.0707094384
368	0.07066592096
369	0.07060300886
370	0.07049550209
371	0.0703170372
372	0.07018893435
373	0.06995123519
374	0.0697664317
375	0.06958058389
376	0.06934097542
377	0.06923169892
378	0.06902086606
379	0.06883273609
380	0.06866616188
381	0.06856297098
382	0.0683836841
383	0.06829037105
384	0.06820711827
385	0.06808909286
386	0.06789183057
387	0.06771012352
388	0.06761431835
389	0.06755657605
390	0.06745200531
391	0.06734216796
392	0.06723571866
393	0.06714392591
394	0.06698964372
395	0.06676231549
396	0.06667477206
397	0.0664844125
398	0.06625532337
399	0.06611761456
400	0.06598931644
401	0.06591469845
402	0.06582850763
403	0.06569756012
404	0.06563365166
405	0.06551290009
406	0.06541568064
407	0.0653294496
408	0.06518369855
409	0.06502479352
410	0.06485868699
411	0.06465784964
412	0.06455502411
413	0.06432869334
414	0.06424434794
415	0.06410881519
416	0.06398269994
417	0.06385455369
418	0.06372220817
419	0.06352081602
420	0.06342974568
421	0.06335386988
422	0.06324965417
423	0.06311170729
424	0.06294829725
425	0.06280731541
426	0.06264337416
427	0.06250465197
428	0.06235746107
429	0.06220006085
430	0.06203544823
431	0.0618615291
432	0.06182477477
433	0.06175424833
434	0.06161274441
435	0.06151755809
436	0.06131268298
437	0.0611282829
438	0.06102024724
439	0.06095418531
440	0.06087415474
441	0.06072674838
442	0.06061809115
443	0.06058127544
444	0.06048137027
445	0.06040087123
446	0.06029753121
447	0.06022609726
448	0.06007296846
449	0.06000163733
450	0.05993095221
451	0.05982488142
452	0.0597544232
453	0.05962566208
454	0.05958766848
455	0.05942064054
456	0.05935305222
457	0.05924636432
458	0.05917816034
459	0.05904250145
460	0.05893835236
461	0.05881250243
462	0.05861263662
463	0.05854822009
464	0.05848874374
465	0.05839837755
466	0.05831852986
467	0.05827279032
468	0.05823561698
469	0.05818658059
470	0.05812029918
471	0.05806854033
472	0.05798456896
473	0.05787526158
474	0.05770116819
475	0.05755082668
476	0.05750148044
477	0.05746846406
478	0.0574216974
479	0.0572721855
480	0.0572378961
481	0.05704437973
482	0.05694872893
483	0.05682443598
484	0.05674346193
485	0.05656251316
486	0.05647849483
487	0.05641045774
488	0.05636034786
489	0.05630676675
490	0.05625467558
491	0.05618140412
492	0.05609561397
493	0.05606054972
494	0.05597765993
495	0.05583597941
496	0.05573654313
497	0.05567133737
498	0.05560973224
499	0.05553485475
500	0.05549125652
501	0.05536130188
502	0.05530097708
503	0.05520828002
504	0.05514224353
505	0.05507483228
506	0.05500682976
507	0.05489095429
508	0.05477103279
509	0.05471502938
510	0.05465997776
511	0.05460338886
512	0.05452948006
513	0.05443927005
514	0.05431670806
515	0.05424723103
516	0.05408903023
517	0.05401665608
518	0.05396442762
519	0.0538990916
520	0.05383854483
521	0.053766977
522	0.05369355015
523	0.05363064383
524	0.05354317439
525	0.05343940431
526	0.05332885882
527	0.05321460336
528	0.0531162409
529	0.05303725303
530	0.05297940379
531	0.05283364217
532	0.05277885724
533	0.05270536683
534	0.05262315025
535	0.05256586755
536	0.05249897054
537	0.05241645873
538	0.05225580395
539	0.05215902178
540	0.05199161416
541	0.05187489409
542	0.05184429306
543	0.05180340946
544	0.05174917625
545	0.05169978209
546	0.05153136927
547	0.05147570748
548	0.05144411554
549	0.05131767982
550	0.0512784964
551	0.0512023044
552	0.05116075118
553	0.05110232376
554	0.05100090828
555	0.05094060182
556	0.050891215
557	0.05083123971
558	0.05076174528
559	0.05067896024
560	0.05060623472
561	0.05050968598
562	0.05043150303
563	0.05037621997
564	0.05032232716
565	0.05027381666
566	0.05015836746
567	0.05011407318
568	0.05005911543
569	0.0500239152
570	0.04986940115
571	0.04969892495
572	0.04961482179
573	0.04953758367
574	0.04946099185
575	0.04942672707
576	0.04933565195
577	0.04928325371
578	0.04920873538
579	0.04915766865
580	0.04903265125
581	0.04898228861
582	0.04893401479
583	0.04884265296
584	0.04879420607
585	0.04871275984
586	0.04865576395
587	0.04855041916
588	0.0484446055
589	0.04839738345
590	0.04836872401
591	0.0482933762
592	0.04824029459
593	0.0481748538
594	0.04808106232
595	0.04805648287
596	0.0480046572
597	0.04793908453
598	0.04785202818
599	0.04780411655
600	0.04773319992
601	0.04766602418
602	0.04757932895
603	0.04753653023
604	0.04748869627
605	0.04745910987
606	0.04738590443
607	0.04734614321
608	0.04727483408
609	0.0471497924
610	0.04712096854
611	0.04707652624
612	0.04697199976
613	0.04690880533
614	0.0468790736
615	0.04675451857
616	0.0466773402
617	0.0466445776
618	0.04651261088
619	0.04644905722
620	0.04632832057
621	0.04628787464
622	0.04620305553
623	0.04607116688
624	0.04601988681
625	0.04599623429
626	0.04595379679
627	0.04590695471
628	0.04586289321
629	0.04573748399
630	0.04567117272
631	0.04563098728
632	0.04558477277
633	0.04551492729
634	0.04548172194
635	0.04543682494
636	0.04533764053
637	0.04523603896
638	0.04520271258
639	0.04513284693
640	0.04509404014
641	0.04498028486
642	0.04489763746
643	0.04485873575
644	0.04482816363
645	0.04477261613
646	0.04466017701
647	0.04461401102
648	0.04455947125
649	0.04448319435
650	0.04443478872
651	0.04438105928
652	0.0443023038
653	0.04425425328
654	0.04422965652
655	0.04417422414
656	0.04409682939
657	0.04407307373
658	0.04393876433
659	0.04384578264
660	0.04375218819
661	0.04367634163
662	0.04364735347
663	0.04354506828
664	0.04352143955
665	0.04344360112
666	0.04340846036
667	0.04335619939
668	0.04333487081
669	0.04329031416
670	0.04325109901
671	0.04320818597
672	0.0431523454
673	0.04313533089
674	0.04306116237
675	0.04297979165
676	0.04292867344
677	0.04285648971
678	0.04281510636
679	0.04274968691
680	0.0426979221
681	0.04261361345
682	0.04258796913
683	0.0425495355
684	0.04243563422
685	0.04233347702
686	0.04223913925
687	0.04213244497
688	0.04209030156
689	0.04201841578
690	0.04195860037
691	0.04192908403
692	0.04189942901
693	0.04182817538
694	0.04179032295
695	0.0417590451
696	0.04172651872
697	0.0415863876
698	0.04149269916
699	0.04145864371
700	0.0413179732
701	0.0412595407
702	0.0411681718
703	0.04113509568
704	0.04109177505
705	0.04106099338
706	0.0409868155
707	0.04093436045
708	0.04089845421
709	0.04084438257
710	0.04082017454
711	0.04077825189
712	0.04069765501
713	0.04061898737
714	0.04054896152
715	0.04048086695
716	0.04038784601
717	0.04033597676
718	0.04028736363
719	0.04026447757
720	0.0402294408
721	0.04019510055
722	0.04009918136
723	0.0400414677
724	0.04000466096
725	0.03996659346
726	0.03987659768
727	0.03975415699
728	0.03972366949
729	0.03965463458
730	0.03960331801
731	0.03955074932
732	0.03940423669
733	0.03936197078
734	0.0392464871
735	0.03918864967
736	0.039140962
737	0.03907234807
738	0.03903853292
739	0.03898605188
740	0.0389324759
741	0.03886630779
742	0.0387948547
743	0.03875188259
744	0.03872090477
745	0.0386581668
746	0.03860232293
747	0.03851131961
748	0.03840118926
749	0.03834537261
750	0.03829843654
751	0.03822451072
752	0.03813908321
753	0.03809067522
754	0.03804923016
755	0.03802995506
756	0.03799560812
757	0.03791151159
758	0.03786092207
759	0.03781252407
760	0.03769934448
761	0.03765343856
762	0.0375665516
763	0.03753148793
764	0.03745737737
765	0.03739996057
766	0.03731214559
767	0.03726673371
768	0.03722765122
769	0.03717268376
770	0.03707975915
771	0.03701042812
772	0.03697218216
773	0.03685658114
774	0.03681047065
775	0.03672366847
776	0.03667036216
777	0.03663535661
778	0.03660852445
779	0.03655903371
780	0.03650661777
781	0.03639963854
782	0.03637915281
783	0.03631346354
784	0.03626889111
785	0.03624659399
786	0.03617659524
787	0.03613492386
788	0.03606158674
789	0.03598790231
790	0.03591022837
791	0.03585923436
792	0.03581095013
793	0.03576172858
794	0.03573702527
795	0.03567851405
796	0.03564770936
797	0.03557959617
798	0.03551283619
799	0.03549184536
800	0.03544510805
801	0.03542625375
802	0.03540577048
803	0.03533159116
804	0.03531279537
805	0.03527088374
806	0.03523987029
807	0.03522343677
808	0.03511766005
809	0.03509126828
810	0.03505806236
811	0.03500090045
812	0.03495811649
813	0.03493581249
814	0.03483260408
815	0.03478845348
816	0.03473269578
817	0.0346613161
818	0.03457429649
819	0.03450252331
820	0.03448638474
821	0.03439607084
822	0.03436299242
823	0.03431597347
824	0.03425825811
825	0.03421426877
826	0.03417643877
827	0.03407094567
828	0.03401325014
829	0.0339242702
830	0.03387357872
831	0.0338084893
832	0.03376917818
833	0.03373933974
834	0.03370874577
835	0.03366265254
836	0.03360737625
837	0.03358359332
838	0.03355536358
839	0.03349948667
840	0.03344191564
841	0.03336675597
842	0.03332814426
843	0.03329646774
844	0.03327212253
845	0.03324512624
846	0.0332167141
847	0.033202374
848	0.03316493156
849	0.03312317901
850	0.03307400772
851	0.03303888707
852	0.033014495
853	0.03295668953
854	0.03291911432
855	0.03286105162
856	0.03278412022
857	0.0327257477
858	0.0326913523
859	0.03266815113
860	0.03262832605
861	0.03260098802
862	0.03254269637
863	0.03251534619
864	0.03248756597
865	0.03245074479
866	0.03243305459
867	0.03241891947
868	0.03236829226
869	0.03227523844
870	0.03225597409
871	0.03221741338
872	0.03220020393
873	0.03216168926
874	0.03211403382
875	0.03207779955
876	0.03201648964
877	0.03200232802
878	0.03196408817
879	0.03191971484
880	0.03185521941
881	0.03181114546
882	0.03177111666
883	0.03174100726
884	0.03172222377
885	0.03168239767
886	0.0316664857
887	0.03164881305
888	0.03163192459
889	0.03155468743
890	0.03149431974
891	0.03144569375
892	0.03141204295
893	0.03133408342
894	0.03131270402
895	0.03125547205
896	0.03122953929
897	0.03120660384
898	0.03115219434
899	0.03110203803
900	0.03102072226
901	0.03097215507
902	0.03088313068
903	0.03085654698
904	0.03076726702
905	0.03073264162
906	0.03069744592
907	0.03066143722
908	0.0306095141
909	0.0305958266
910	0.03057572452
911	0.03050628301
912	0.03048162485
913	0.03044191473
914	0.03040969376
915	0.03034635166
916	0.03028142617
917	0.03024940672
918	0.03021270078
919	0.03017831551
920	0.03014967606
921	0.03013233677
922	0.03010395173
923	0.03004180111
924	0.03001436297
925	0.02996627738
926	0.0299245895
927	0.02989850384
928	0.02984352413
929	0.02979451352
930	0.02977091433
931	0.0297472497
932	0.02970414541
933	0.02965686775
934	0.02957289977
935	0.02951340624
936	0.02942370355
937	0.02940059359
938	0.02938597241
939	0.0293620792
940	0.02933678938
941	0.0293176581
942	0.02928794386
943	0.02924459646
944	0.0291931002
945	0.0291803778
946	0.02910892782
947	0.0290834227
948	0.02904812399
949	0.02900178918
950	0.02898108923
951	0.02896803677
952	0.02894337336
953	0.02889748835
954	0.02886774941
955	0.02883358255
956	0.02881448266
957	0.02879357841
958	0.02875659
959	0.02872447152
960	0.0286697789
961	0.02865387799
962	0.02856209492
963	0.02851803256
964	0.02845884542
965	0.02842738426
966	0.0283828997
967	0.02836200254
968	0.02834655623
969	0.02832257688
970	0.02829608744
971	0.02824795085
972	0.02820909171
973	0.028181351
974	0.02811371679
975	0.0280458922
976	0.02802147134
977	0.02797106601
978	0.02796034674
979	0.02794368691
980	0.02790478666
981	0.02786566597
982	0.027854636
983	0.0278403018
984	0.02781914102
985	0.02779918231
986	0.02776124297
987	0.02774012749
988	0.02767856796
989	0.02763304208
990	0.02761124047
991	0.02759672857
992	0.02757500836
993	0.02752826417
994	0.02750712532
995	0.02746759497
996	0.02744959091
997	0.02737248155
998	0.02731628445
999	0.02727250877
